timestamp,event_start,event_end,doppler_hz,snr_db,excess_db,peak_power_db,baseline_power_db,velocity_est_kmh,active_bins,event_hits,detected
2026-08-26T11:52:38.835-04:00,2026-08-26T11:52:37.197-04:00,2026-08-26T11:52:41.566-04:00,1.367,23.16,23.16,-59.936,-83.096,,12,9,True
