timestamp,event_start,event_end,doppler_hz,snr_db,excess_db,active_bins,event_hits,velocity_est_kmh,detected
2026-08-27T14:48:49.000-04:00,2026-08-27T14:48:44.000-04:00,2026-08-27T14:48:49.000-04:00,4.0,15.0,15.0,3,6,43.47,True
